a2b.night_bonus;當你的部隊抵達時，對方將有晚間防守加成！其加成為 {{BONUS}}%。
achievementQuests.achQuest_09_step_01_difficulty_api;難度: 困難
achievementQuests.achQuest_10_step_01_difficulty_api;難度: 困難
achievementQuests.achQuest_01_step_01_requirement_api;開放的冒險
achievementQuests.achQuest_02_step_01_requirement_api;（許多）軍隊
achievementQuests.achQuest_03_step_01_requirement_api;（許多）軍隊
achievementQuests.achQuest_04_step_01_requirement_api;完成 10 場冒險
achievementQuests.achQuest_05_step_01_requirement_api;無
achievementQuests.achQuest_06_step_01_requirement_api;資源
achievementQuests.achQuest_07_step_01_requirement_api;資源
achievementQuests.achQuest_08_step_01_requirement_api;兵營
achievementQuests.achQuest_09_step_01_requirement_api;馬廄
achievementQuests.achQuest_10_step_01_requirement_api;3 座城鎮廳
achievementQuests.achQuest_11_step_01_difficulty_api;難度: 挑戰
achievementQuests.achQuest_11_step_01_difficulty2_api;難度: 簡單
achievementQuests.achQuest_11_step_01_requirement_api;聯盟成員
achievementQuests.achQuest_11_step_01_requirement2_api;聯盟成員
achievementQuests.pointsGranted_1_api;此任務可獲得 +{{POINTS_PER_TASK}} 點數。
achievementQuests.pointsGranted_2_api;這個任務的獎勵點數: + {{POINTS_RATIO}}
achievementQuests.rewardNotAchieved;今天還沒有達成這個獎勵
achievementQuests.nextResetTime;（下次重置在{{TIME}}。獎勵必須在這個時間之前領取!)
achievementQuests.claimRewardForPoints;今天得到{{INT}}點，請領取你的獎勵。此獎勵是根據目前的獎勵輪替來選擇。
achievementQuests.back;回退
achievementQuests.collectRewards;收集獎勵
achievementQuests.DailyQuest_11_name;為一個聯盟加成捐獻{{AMOUNT_NEEDED}}資源。
achievementQuests.DailyQuest_11_description;為任一聯盟加成捐獻{{AMOUNT_NEEDED}}資源。你的支援有助於解鎖強大的聯盟優勢。
achievementQuests.DailyQuest_11_additionalInformation;請注意：一旦你擁有{{VILLAGE_COUNT}}座村莊，需要貢獻的數量就會增加至{{AMOUNT_NEEDED}}。
achievementQuests.DailyQuest_01_name;完成一個冒險
achievementQuests.DailyQuest_01_description;派遣你的英雄去進行一次冒險。只要到達，就會完成這項任務──成敗並不重要。
achievementQuests.DailyQuest_02_name;掠奪一個未被佔領的綠洲
achievementQuests.DailyQuest_02_description;利用你的軍隊掠奪一個未被佔領的綠洲。任務在抵達時完成，即使你沒有贏也沒關係。請記住，使用獸籠對這個任務來說不算數。
achievementQuests.DailyQuest_02_additionalInformation;訣竅：為安全起見，仍然可以在掠奪空的綠洲時使用獸籠。如果自然界軍隊已重新生成，這不會讓你取得每日任務的進度，但會保護你的軍隊。
achievementQuests.DailyQuest_03_name;掠奪/攻擊一個賴達族的村莊
achievementQuests.DailyQuest_03_description;派遣軍隊去掠奪或攻擊一座賴達族的村莊。到達後任務即告完成，無論輸贏。
achievementQuests.DailyQuest_04_name;贏得一個拍賣
achievementQuests.DailyQuest_04_description;贏得任何拍賣就能完成此任務。雙贏──你得到物品和任務點。
achievementQuests.DailyQuest_05_name;贏得或者消費金幣
achievementQuests.DailyQuest_05_description;取得或花掉一些金幣──由你決定。任何數量都算進完成此任務。
achievementQuests.DailyQuest_06_name;升級一個建築
achievementQuests.DailyQuest_06_description;升級現有的建築物或建造新的建設。當建設完成時，任務完成。
achievementQuests.DailyQuest_07_name;升級一個資源田
achievementQuests.DailyQuest_07_description;升級現有的資源田或建立新的。當建設完成時，任務完成。
achievementQuests.DailyQuest_08_name;訓練同一兵種的20個步兵。
achievementQuests.DailyQuest_08_description;在兵營一次訓練20個相同類型的步兵單位。
achievementQuests.DailyQuest_08_additionalInformation;請注意：已在佇列中的單位不算。
achievementQuests.DailyQuest_09_name;訓練同一兵種的20個騎兵
achievementQuests.DailyQuest_09_description;在馬廄一次訓練20個相同類型的騎兵單位。
achievementQuests.DailyQuest_09_additionalInformation;請注意：已在佇列中的單位不算。
achievementQuests.DailyQuest_10_name;舉行一個小型或大型派對
achievementQuests.DailyQuest_10_description;在你的城鎮廳中舉行一個小型或者大型慶祝活動。慶祝活動開始時任務完成。
achievementQuests.rewardRotation;獎勵輪替
achievementQuests.nextClaim;下一次領取
achievementQuests.todayUntil;今天（截止到 {{TIME}}）
achievementQuests.tomorrowUntil;明天（截止到 {{TIME}}）
achievementQuests.collectedRewardHeader;已經領取獎勵！
achievementQuests.collectedRewardDescription;你已經領取今天達到 {{INT}}點的獎勵。明天再來看看新的機會
achievementQuests.lockedRewardHeader;繼續收集點數！
achievementQuests.lockedRewardDescription;你目前需要{{REACHED_POINTS}}點才能獲得今天的獎勵。繼續解決每日任務就能贏得更多點數！
achievementQuests.reward_allResources;{{VALUE}} 每種資源
achievementQuests.reward_xp;{{VALUE}} 英雄經驗
achievementQuests.reward_amount;{{VALUE}} 文明點
achievementQuests.reward_randomResource;{{VALUE}} 隨機種類的資源
achievementQuests.reward_duration;{{VALUE}} 天使用 Plus 帳號
achievementQuests.reward_resource_lumber;{{VALUE}} 天以 {{BONUS}} 木材產量
achievementQuests.reward_resource_clay;{{VALUE}} 天以 {{BONUS}} 天產量
achievementQuests.reward_resource_iron;{{VALUE}} 天以 {{BONUS}} 鋼鐵產量
achievementQuests.reward_resource_crop;{{VALUE}} 天以 {{BONUS}} 穀物產量
achievementQuests.reward_heroItem_ointment;{{VALUE}}藥劑
achievementQuests.reward_heroItem_tabletOfLaw;{{VALUE}} 法典
achievementQuests.reward_heroItem_bandage25;{{VALUE}} 小繃帶
achievementQuests.reward_heroItem_cage;{{VALUE}} 獸籠
achievementQuests.reward_getExtraAdventures;{{VALUE}} 額外冒險
achievementQuests.claimReminder;別忘了領取你的每日任務獎勵。
achievementQuests.willExpireIn;失效倒數：
achievementQuests.DailyQuest_12_name;在瀏覽器中觀看影片
achievementQuests.DailyQuest_12_description;例如，觀看影片可以更快升級你的建築物。{{BR}}<br>或按一下「觀看影片」按鈕，直接觀看影片，無須額外付費。
achievementQuests.DailyQuest_12_additionalInformation_title;廣告攔截程式已經關閉？
achievementQuests.DailyQuest_12_additionalInformation;只有你的瀏覽器中的廣告攔截程式沒有阻攔該廣告，你才能加以觀看。{{BR}}<br>如果你無法觀看廣告，請查看你的瀏覽器設置。
achievementQuests.DailyQuest_13_name;在行動應用程式中觀賞影片
achievementQuests.DailyQuest_13_description;在行動裝置上開啟 Travian: Legends 行動應用程式，並在應用程式中觀看影片。
achievementQuests.DailyQuest_13_additionalInformation_title;沒有安裝應用程式？
achievementQuests.DailyQuest_13_additionalInformation;在你的行動裝置上安裝應用程式，完成這項任務。
achievementQuests.watchVideo;觀看影片
achievementQuests.watchVideoTooltip;在每日重設後你就可以觀賞更多影片
achievementQuests.congratulations;恭喜! 你已達成夠多點數，可以解鎖所有寶箱。完成更多任務不會解鎖額外的獎勵。
admin.selectAll;所有
admin.performance;Performance（表現）
admin.statistiken;Statistics（統計）
admin.multisuche;Multisearch（多重搜尋）
admin.wartung;Maintenance work（維護）
admin.plus;<b>Plus </b>
admin.werbung;廣告
admin.logout;登出
admin.stats_14_tage;14天
admin.spieler_aktiv;活躍玩家
admin.links;連結
admin.laender;國家
admin.neuanmeldungen_der_letzten_14_tage;14 天內的新註冊
admin.besucher_der_letzten_14_tage;14 天前的訪客。
admin.spielerentwicklung_der_letzten_14_tage;14 天前的遊戲發展。
admin.spieler_angemeldet;已登記的玩家
admin.spieler_online;上線玩家
admin.spieler_suchen;搜尋玩家
admin.gesperrt;已封鎖
admin.willkommen_im_admin_bereich;歡迎到 Admin 控制板。請輸入用戶名和密碼:
admin.name;名稱
admin.passwort;密碼
admin.gameworld;伺服編號
admin.brs_wrong_gameworld;伺服編號錯誤。你在正確的遊戲世界嗎？
admin.brs_wrong_password;密碼錯誤！
admin.name_existiert_bereits;名稱 {{NAME}} 已存在。
admin.name_erfolgreich_geaendert;成完把名稱更改成為 {{NAME}}。
admin.alter_name;舊名：
admin.neuer_name;新名稱:
admin.admin_passwort;Admin 密碼:
admin.aktionen;行動
admin.nachrichten;訊息
admin.geloescht_g;刪除
admin.gesperrte_spieler;被封鎖的玩家
admin.username;用戶名稱
admin.spieler_bestrafen;懲罰玩家
admin.truppen_loeschen;刪除軍隊
admin.allianz_verlassen;退出公會
admin.lager_leeren;清空倉庫
admin.dorf_id;村莊ID
admin.allianz_loeschen;刪除聯盟
admin.allianz_id;聯盟ID
admin.dorf_x_von_y_wurde_geloescht;{{DORFNAME}} 的 {{NAME}} 已被刪除
admin.allianz_mit_name_wurde_geloescht;公會 {{NAME}} 已被刪除。
admin.allianz_mit_dieser_id_gibt_es_nicht;這個聯盟ID並不存在
admin.die_letzten_25_logins_vom_x;{{ZAHL}} 的最後登入紀錄
admin.zeit;註冊時間
admin.datum;日期
admin.vertretungen_fuer_diesen_account;能觀看這個帳號的玩家：
admin.selbst_vertretung_bei;能登入以下帳號：
admin.email_im_spiel_geaendert;Game 電子郵件被改變了
admin.email_im_forum_geaendert;Forum 電子郵件被改變了
admin.loeschung;刪除：
admin.account_wird_in_t_geloescht;帳號將在{{ZEIT}}後刪除。
admin.abbrechen;取消
admin.spieler_sperren;封鎖玩家
admin.status;狀態
admin.kommentar;註解
admin.nicht_sperren;不要封鎖
admin.regelverstoss_multi;違反規則 / Multi
admin.inaktiv;不活躍
admin.sys_msg;系統訊息
admin.inaktive_loeschen;刪除不活躍
admin.sonstiges;其他
admin.notizen;筆記
admin.supporter;支援
admin.spieler_inaktiv;不活躍玩家
admin.inaktiv_seit;不活躍了：
admin.tage;天
admin.monat;月
admin.einwohner;人口
admin.sperren;封鎖
admin.entsperren;解鎖
admin.spieler;玩家
admin.held;英雄
admin.helden;英雄
admin.erfahrung;經驗值
admin.hero_location;位置
admin.hero_home;首頁
admin.nation;種族
admin.v1;羅馬人
admin.v2;條頓人
admin.v3;高盧人
admin.supporter_text;可輸入多達 10 個帳戶獲取支援（在欄位中輸入他／她的 ID）。 <br>每次你在不同欄位輸入相同ID時，此玩家都會獲得+10%的支持IGM。
admin.zugang_zum_adminbereich;在管理系統內的權限
admin.text_zuganz_zum_adminbereich;您可以在這裡新增或管理在管理系統內的帳號（當創立MultiHunter帳號時，請同時在這裡加入帳號的UID）。<b></b><b></b><b></b>
admin.keine_fehlerhaften_transporte_gefunden;找不到錯誤的運送。
admin.keine_verschollenen_truppen_gefunden;找不到迷失方向或不見了的軍隊。
admin.vielleicht_verschollenen_truppen_gefunden;可能可以找回{{COUNT}}個失踪的士兵。這些都尚未達到最低限度的{{MINUTES}} 分鐘等候恢復期間
admin.truppen_aus_x_wiederhergestellt;{{NAME}} 的軍隊正被系統送回中。
admin.transworte_aus_x_wurden_geloescht;{{NAME}} 的運送已被停止或刪除
admin.c1_events;事件
admin.c1_ladezeit;載入時間
admin.c1_crons;排程工作
admin.c1_mysql;處理程序
admin.c1_php_variablen;環境變數
admin.c1_anstehende_events;有待執行的事件
admin.c1_typ;類型
admin.c1_menge;數量
admin.c1_last_lock;最後的錯誤工作
admin.c1_name;名稱
admin.c1_dauer;長度
admin.c1_datum;日期
admin.c1_zeit;時間
admin.c1_cron1;排程工作1 - 玩家統計
admin.c1_cron2;排程工作2 - 刪除不活躍
admin.c1_cron3;排程工作3 -清理資料庫
admin.c1_cron4;排程工作4 - 24小時Plus統計
admin.c1_mysql_prozesse;MySQL處理程序
admin.c1_datenbank;資料庫
admin.c1_befehl;指令
admin.c1_status;狀態
admin.c1_sql_befehl;SQL指令
admin.c1_webserver_variablen;網頁伺服器環境變數
admin.c2_laenderverteilung;國家分佈
admin.c2_rang;等級
admin.c2_menge;數量
admin.c2_land;國家
admin.c2_prozent;百分比
admin.c2_building;建築物
admin.c3_mark_false;標記爲“假”（false）
admin.c3_mark_true;標記爲“真”（true）
admin.c3_online;上線
admin.c3_update;更新
admin.c3_ungueltige_email;不正確的電郵地址
admin.c3_logins;登入紀錄
admin.c3_zeit;時間
admin.c3_datum;日期
admin.c3_in_14d_keine_logins;這個帳號在十四天內都沒有登入過
admin.c3_analyse_der_onlinezeiten;分析上線時間
admin.c3_onlinezeit;上線時間
admin.c3_x_handelsbeziehungen_wurden_neu_erstellt;已重新建立了 {{INT}} 個交易紀錄
admin.c4_x_spieler_wegen_inaktivitaet_gesperrt;{{INT}} 個玩家因為不活躍而被封鎖了
admin.c4_datensaetze_korrigieren;資料更正
admin.c4_beschreibung;描述
admin.c4_aktion;行動
admin.c4_ausfuehren;執行
admin.c4_verschollene_transporte_loeschen;刪除失效的運送
admin.c4_verschollene_truppen_wiederherstellen;修正失效的軍隊
admin.c4_truppen_ohne_dorf_heimschicken;送回迷失的軍隊
admin.c4_foren_counter_reparieren;重置論壇計算器
admin.c4_foren_counter_reparieren_refreshed;{{COUNT}} 個玩家已更新
admin.c4_fuellstand_der_fallen_neu_berechnen;重新計算陷阱的數目
admin.c4_dorf_und_oasen_anzahl_pruefen;檢查村莊及綠洲的資料
admin.c4_es_wurden_keine_truppen_ohne_dorf_gefunden;沒有迷失的軍隊
admin.c4_systemnachrichten;系統訊息
admin.c4_aktion_dp;行動：
admin.c4_keine;沒有
admin.c4_aktivieren;激活
admin.c4_deaktivieren;取消
admin.c4_default_laden;加載默認的文本
admin.c4_aktion_nur_fuer_uid_durchfuehren;只在玩家ID {{UID}} 裡執行
admin.c4_vorschau;預覽
admin.c3_spieler_sperren;封鎖玩家
admin.c3_status;狀態
admin.c3_kommentar;註解
admin.c3_nicht_sperren;解封
admin.c3_sperrgrund_multi_und_pushing;多重帳號
admin.c3_sperrgrund_multiaccount;共享帳密
admin.c3_sperrgrund_pushing;長期代管
admin.c3_sperrgrund_scripts_und_bots;使用外掛
admin.c3_sperrgrund_beleidigung;不禮貌
admin.c3_sperrgrund_payment;支付
admin.c3_sperrgrund_acp_loeschung;ACP 刪除
admin.c3_sperrgrund_sonstiges;其他
admin.c3_sperrgrund_silverfraud;銀幣欺騙
admin.c3_ally_change_name_profil;更改名稱或描述
admin.c3_ally_loeschen;刪除公會
admin.c3_ally_geloescht;公會已被刪除
admin.c3_ew_neu_berechnet_und_korrigiert;已重新計算人口，由 {{INT1}} 修正到 {{INT2}}
admin.c3_ew_neu_berechnet_keine_fehler;已重新計算人口。並找不到錯誤。
admin.c3_ew2_korrigiert;已重新計算穀物使用量，由{{INT1}} 修正到 {{INT2}}
admin.c3_ew2_neu_berechnet;已重新計算穀物使用量。並找不到錯誤。
admin.c3_pr_neu_und_korrigiert;已重新計算資源產量，並作出修改
admin.c3_pr_neu_berechnet;已重新計算資源產量。並找不到錯誤。
admin.c3_spieler;玩家
admin.c3_doerfer;村莊
admin.c3_dorf;村莊
admin.c3_allianz;公會
admin.c3_einwohner;人口
admin.c3_koordinaten;座標
admin.c3_rohstoffe;資源
admin.c3_rohstoff;資源
admin.c3_lager;倉庫
admin.c3_produktion;產量
admin.c3_keine_oasen;沒有任何綠洲
admin.c3_mehr_rohstoffe_bekommen;接收了的資源：
admin.c3_mehr_rohstoffe_versendet;送出了的資源：
admin.c3_rohstoffhandel;資源交易
admin.c3_kampfberichte;戰爭報告
admin.c3_igm_und_berichte;IGM（NIDs）或報告（BIDs）
admin.c3_ip_suche;IP搜尋
admin.c3_treffer_bei_suche;數量
admin.c3_verdaechtige_accounts;可疑帳號
admin.c3_button_sperren;封鎖
admin.c3_button_vergleichen;比較
admin.c3_button_spieler_loeschen;刪除
admin.c3_ausgewaehlete_accounts;已選擇的帳號
admin.c3_email;電郵
admin.c3_kommentar_hinzufuegen;新增註解
admin.c3_accounts_loschen;刪除帳號
admin.c3_rohstoffproduktion_neu_berechnen;重新計算資源產量
admin.c3_getreideverbrauch_neu_berechnen;重新計算穀物使用量
admin.c3_allianzwechsel;聯盟修改
admin.c3_login_fehlversuche;錯誤密碼嘗試
admin.c4_heldenstatus_pruefen;檢查活躍或不活躍英雄
admin.c4_held_von_x_wiederhergestellt;{{1}} {{NAME}} 在 s_helden 的英雄已被修正
admin.c4_status_von_held_angepasst;{{2}} {{NAME}} 在 s_truppen 的英雄狀態已被修正
